Index,cafes name,Overall_Rating,Cuisine,Rate for two,location,Review,Neighborhood,Ambiance,Dietary_Options,Seating_Type,Work_Friendly,Special_Features,Opening_Hours,Alternative_Milk_Options,Food_Menu,Contact Mails,Contact_Number
644,Cafe El Carpediem,3.7,"Cafe, Chinese, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,indore,"They serve very delicious food , best place to hangout with family and friends. I loved the music and happy vibes here ..Great service and very yummy meals served with whole respect and happiness.",Riverside,Lively,Gluten-free options,Outdoor,No,Open Mic Nights,7 AM - 10 PM,None,Only Beverages,contact@cafeelcarpediem.com,9.20E+11
645,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,Very bad taste u know ek to delivery me itna time dusra itna Ganda taste Ratings me 1star dena hota h minimum other wise 1 star layak taste bhi nhi h,Downtown,Quiet,Keto-friendly,Outdoor,No,Live Music,6 AM - 8 PM,Almond,"Pastries, Sandwiches, Salads",contact@destinycafeandrestaurant.com,9.18E+11
646,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,what is this ye cold coffe hai  i dont like it n apne kya banaya hai ye 😡😡,Riverside,Rustic,Vegan-friendly,Indoor,Yes,Board Games,7 AM - 10 PM,Coconut,Vegan & Organic Food,contact@destinycafeandrestaurant.com,9.19E+11
647,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,as per the cost portion size is very small. ,Downtown,Modern,Vegan-friendly,Indoor,Yes,None,9 AM - 9 PM,None,Vegan & Organic Food,contact@destinycafeandrestaurant.com,9.17E+11
648,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,cold food,Suburb,Cozy,Keto-friendly,Indoor,Yes,Open Mic Nights,6 AM - 8 PM,Soy,Full Breakfast & Lunch,contact@mccafebymcdonald's.com,9.19E+11
649,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Best Iced Americano in town by a mile. Shakes and baked goods also tasty, but I tend not to order them since I'm off sugar. Prefer delivery or takeaway since McDonald's is a terrible spot to sit and drink coffee.",Riverside,Rustic,Keto-friendly,Outdoor,No,None,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@mccafebymcdonald's.com,9.19E+11
650,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Everytime I visit McCafe I Order mc flurry Oreo which is good Everytime, one negative point is that they don't accept cards. Big sitting area, good place",City Center,Cozy,None,Both,No,Board Games,8 AM - 11 PM,None,Vegan & Organic Food,contact@mccafebymcdonald's.com,9.20E+11
651,Crazy Coffee,3.8,"Cafe, Coffee, Pizza, Sandwich, Street Food, Wraps, Desserts, Beverages",300,indore,Awesome Experience😊,Riverside,Rustic,Vegan-friendly,Both,No,None,6 AM - 8 PM,Soy,Vegan & Organic Food,contact@crazycoffee.com,9.16E+11
652,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Chicken was not fresh. I was smelling so bad also taste was pathetic,Downtown,Rustic,Vegan-friendly,Indoor,No,Pet-friendly,6 AM - 8 PM,None,Only Beverages,contact@sassyhouse-alldaycafe.com,9.17E+11
653,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Reduced portion size How can this happen in 3 days From a full box you went to half directly for the same price. 😂,City Center,Cozy,Vegan-friendly,Indoor,No,Live Music,8 AM - 11 PM,Oat,Only Beverages,contact@sassyhouse-alldaycafe.com,9.17E+11
654,Amelie's,4,"Cafe, Coffee","1,100",chennai,very less quantity for such high price,Downtown,Modern,Gluten-free options,Outdoor,No,Board Games,8 AM - 11 PM,Coconut,Only Beverages,contact@amelie's.com,9.18E+11
655,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,packaging is not strong ,Riverside,Lively,None,Both,No,Open Mic Nights,8 AM - 11 PM,Almond,Full Breakfast & Lunch,contact@thepodcafe.com,9.18E+11
656,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,It’s a nice cozy spot by the turf! However it’s too interior ( next to aavin factory) But coffee was simply amazing! Worth a visit! ,Downtown,Rustic,Keto-friendly,Indoor,No,Board Games,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@thepodcafe.com,9.20E+11
657,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,"The place was really small so we didn’t have much expectations but it was great to be there. Downside is Service took a really long time and there are no washrooms. We ordered:Corn cheese nuggets - AMAZING! We were tempted to keep ordering this. The side was excellent too.Peri peri French fries - This also tasted really good. Sphagetti Arabiatta pasta- portion was less but great quality and taste.Choco hazelnut milkshake - GoodPotato wedges - could have been better but not bad.Nutella waffle - excellent waffle! Loved it!Overall it was a good experience, would highly recommend.",Riverside,Cozy,Vegan-friendly,Outdoor,No,None,9 AM - 9 PM,Oat,"Pastries, Sandwiches, Salads",contact@thepodcafe.com,9.19E+11
658,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,Excellent food. I visited the cafe too. Great sports cafe with good ambiance. Really good quality of food and the food portion is big enough too. ,Old Town,Lively,None,Both,Yes,Board Games,6 AM - 8 PM,None,Vegan & Organic Food,contact@thepodcafe.com,9.20E+11
659,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Terrible. One ice cream tasted like spoiled milk. They refused to cancel. Other ice creams are average, that u can find in any ordinary restaurant, but extremely overpriced. 350 rs for 1 small scoop, which they serve in a disposable cup n wodden spoon. AC does not work in the restaurant.",Old Town,Modern,Vegan-friendly,Both,Yes,Board Games,9 AM - 9 PM,Almond,Full Breakfast & Lunch,contact@movenpickicecreamboutique.com,9.17E+11
660,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,1 mini scoop of ice cream is 325+taxes . If you can afford it you can give it a try. Decent icecream but definitely too expensive for what it's worth. Atleast the ambience can be better for this price.,Riverside,Quiet,Vegan-friendly,Both,Yes,Pet-friendly,9 AM - 9 PM,Almond,"Pastries, Sandwiches, Salads",contact@movenpickicecreamboutique.com,9.19E+11
661,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"First things frst, we forgot our phone and left the shop after having our ice cream. Raju and Vadivelu were kind enough to keep it safe, really appreciate their integrity. Not to forget the ice creams were top notch and our heart felt gratitude to Raju and Vadivelu ",Suburb,Modern,Vegan-friendly,Both,Yes,None,6 AM - 8 PM,None,Full Breakfast & Lunch,contact@movenpickicecreamboutique.com,9.17E+11
662,Movenpick Ice Cream Boutique,4.2,"Desserts, Ice Cream, Beverages, Cafe",600,chennai,"Visited the place two weeks back with my kids... 4 ice creams burnt a hole in my wallet... And all single scoops, mind you... Could have spent the amount for a month at some other ice cream parlour ... So much for fine diningThere is nothing special about this place, unless you have money growing on trees and want to burn them away",Old Town,Lively,Vegan-friendly,Both,Yes,Open Mic Nights,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@movenpickicecreamboutique.com,9.19E+11
663,The Summer House Eatery,4.2,"Cafe, Mexican, Italian, Continental, Fast Food, Desserts, Beverages",950,chennai,i received chicken pasta instead of the veg pasta that i had ordered and paid extra for.i request for the restaurant to refund or i’ll take this to instagram and report you guys.i’m a pure vegetarian and this is unethical and unacceptable.,Downtown,Rustic,None,Both,Yes,Live Music,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@thesummerhouseeatery.com,9.18E+11
664,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,The waiter doesn't know his dishes. He couldn't explain any dish and served something else. The food was decent and the ambience was good.,Riverside,Cozy,Keto-friendly,Outdoor,No,Board Games,8 AM - 11 PM,Oat,"Pastries, Sandwiches, Salads",contact@convo@c20.com,9.19E+11
665,Convo@C20,4.1,"Cafe, American, Continental, Italian, Asian, Beverages, Pizza, Desserts","1,200",chennai,we were skeptic when we first saw the restaurant but they blew our mind with the service and the food. 10 on 10 i would recommend.,Old Town,Rustic,None,Indoor,Yes,Board Games,8 AM - 11 PM,Coconut,Vegan & Organic Food,contact@convo@c20.com,9.17E+11
666,Seeds Lifestyle,4.4,"Cafe, Salad, Healthy Food, Fast Food, Middle Eastern, Wraps, Beverages",750,chennai,"The ambience is very beautiful located in between residential area ,cosy and good however the food portions was little for the prices they charge,  we had hot chocolate not that great. They don't have card payment and the staff didn't inform beforehand, (only gpay or cash). again Only the ambience is good nothing much ",Suburb,Rustic,Vegan-friendly,Indoor,Yes,Live Music,7 AM - 10 PM,Almond,Only Beverages,contact@seedslifestyle.com,9.19E+11
667,Double Roti,4.2,"Cafe, Coffee, Continental, Mexican, Salad, Healthy Food, Fast Food, Beverages",950,chennai,"tastey but quite expensive, less option for chicken.",Downtown,Quiet,Vegan-friendly,Indoor,No,Live Music,6 AM - 8 PM,Soy,Full Breakfast & Lunch,contact@doubleroti.com,9.19E+11
668,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"expensive and overrated. ordered tuna sandwich and cheese poppers and neither were worth it. look at the size and quantity of the cheese poppers. had to repeatedly ask for water, nobody cared for it otherwise. ridiculous.",City Center,Cozy,Gluten-free options,Both,No,Pet-friendly,9 AM - 9 PM,None,"Pastries, Sandwiches, Salads",contact@chamierscafe.com,9.16E+11
669,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,Extremely horrible service. The waiter was so rude that he actually snatched the plate away from our table. A total disappointment.,City Center,Cozy,Gluten-free options,Indoor,No,None,9 AM - 9 PM,Oat,"Pastries, Sandwiches, Salads",contact@chamierscafe.com,9.20E+11
670,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"It’s so sad to see that Chamiers Cafe, once a cozy place for great food and ambience has lost all of its charm in the recent years. While the food is ridiculously overpriced for its underwhelming food, perhaps the biggest problem they must overcome is their pathetic service. The staff are not only slow, but also disrespectful and rude, so much that it may feel like you’re eating there for free. If you’re lucky, you may receive service from one of the friendly staff which are very less in number, of course. I’ve been here a dozen times in the recent past, hoping to find at least one good thing to return to. I wouldn’t recommend this place anymore for any reason, other than if...read more",Riverside,Lively,Keto-friendly,Indoor,No,None,6 AM - 8 PM,Almond,Vegan & Organic Food,contact@chamierscafe.com,9.16E+11
671,Chamiers Cafe,4,"Cafe, Fast Food, Continental, Italian, Beverages","1,200",chennai,"Ridiculously poor service, when asked to take the order they refused twice and kept us waiting for over 40mins until we decided to walk out. No one approached us even then despite there being only 4 other tables occupied.",Suburb,Lively,Gluten-free options,Outdoor,No,None,6 AM - 8 PM,None,Vegan & Organic Food,contact@chamierscafe.com,9.19E+11
672,Sandy's Chocolate Laboratory,4.3,"Cafe, Shake, Beverages, Sandwich, Continental, Italian, Desserts","1,700",chennai,Banana syrup with the pancake was rotten and smelly,City Center,Lively,Vegan-friendly,Indoor,Yes,Open Mic Nights,7 AM - 10 PM,Almond,Only Beverages,contact@sandy'schocolatelaboratory.com,9.18E+11
673,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,1st time I ordered from board room quality of food is worst both cottage cheese balls and onion rings had no taste then oil… cold coffee was worst then ice water,City Center,Quiet,Vegan-friendly,Both,No,Board Games,9 AM - 9 PM,Almond,Vegan & Organic Food,contact@theboardroom.com,9.17E+11
674,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"Pizza looking like Papadam, Test poor, Quality not good, my worst experience, with restaurant and Zomato ",Downtown,Modern,None,Outdoor,Yes,Pet-friendly,6 AM - 8 PM,None,Full Breakfast & Lunch,contact@theboardroom.com,9.16E+11
675,The Board Room,4.2,"Cafe, Pizza, Pasta, Panini, Beverages, Shake",850,chennai,"The restaurant was part of the gaming room and the food was good with prompt service. Since food was ordered while playing the games, the ambience was noisy as many people were enthusiastically playing their games. ",Suburb,Cozy,None,Outdoor,No,None,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@theboardroom.com,9.20E+11
676,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,"This review is something that is going to be very close to my heart. I was looking out places to host my pet’s first bday and my friend suggested Scooby’s cafe since it was compact place with outdoor seating. After a lot of discussions with the cafe owner Sharmila , I reserved this place. I was skeptical about the food since I had gone through the reviews so I did not commit. Welcome drink was complimentary and I was glad it all worked in my budget. Sharmila was very accommodative to all my requests. Damn sweet :) So the D- day came , I was surprised with the cute decors. My friends and family had a lovely time. Since , they were hungry we ended up ordering some food and trust me...read more",Suburb,Cozy,None,Indoor,Yes,Open Mic Nights,8 AM - 11 PM,Almond,"Pastries, Sandwiches, Salads",contact@scooby'scafe.com,9.20E+11
677,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,Horrible and very pricy not worth the money please look into it . Ordered cupcakes and sandwiches. Both were extremely bad ,Suburb,Lively,None,Outdoor,No,Pet-friendly,9 AM - 9 PM,Almond,Only Beverages,contact@scooby'scafe.com,9.19E+11
678,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,one of the goli soda bottle was opened and the entire juice was spilled in the cover,Old Town,Cozy,Keto-friendly,Indoor,Yes,Board Games,6 AM - 8 PM,Almond,Full Breakfast & Lunch,contact@scooby'scafe.com,9.16E+11
679,Scooby's Cafe,3.2,"Cafe, Bakery, Beverages, Desserts, Fast Food",600,chennai,ordered for latte coffee but I received filter coffee ☹️,Suburb,Rustic,Keto-friendly,Both,No,None,7 AM - 10 PM,None,Full Breakfast & Lunch,contact@scooby'scafe.com,9.17E+11
680,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,undercooked food ,Old Town,Lively,None,Outdoor,Yes,Board Games,9 AM - 9 PM,None,Only Beverages,contact@thefreshlymade.com,9.17E+11
681,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,"Yup, that's worth INR 410. Unbelievable less quantity for the price. You would think they would at least fill the two small portions with rice, but no. The food is good, quantity is sad.",Riverside,Rustic,Vegan-friendly,Indoor,Yes,None,7 AM - 10 PM,Coconut,Full Breakfast & Lunch,contact@thefreshlymade.com,9.20E+11
682,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,Not even lit hot,City Center,Quiet,Vegan-friendly,Outdoor,No,Live Music,6 AM - 8 PM,Almond,Vegan & Organic Food,contact@thefreshlymade.com,9.17E+11
683,The FreshlyMade,4,"Cafe, Thai, Continental, Italian, Beverages, Desserts","1,400",chennai,We fall ill after eating there Burger & Pizza.,Old Town,Lively,Vegan-friendly,Indoor,Yes,Pet-friendly,7 AM - 10 PM,Coconut,Vegan & Organic Food,contact@thefreshlymade.com,9.19E+11
684,Beachville Coffee Roasters,3.9,"Cafe, Fast Food, Beverages, Desserts",700,chennai,One cookie was crumbled,Old Town,Lively,Vegan-friendly,Indoor,Yes,Board Games,9 AM - 9 PM,Almond,Only Beverages,contact@beachvillecoffeeroasters.com,9.18E+11
685,Barrocco,3.8,"Cafe, Desserts, Asian, Beverages",600,chennai,We had ordered lychee flavoured boba milk tea but it was more of lychee essence and lime punch,City Center,Rustic,None,Outdoor,Yes,Pet-friendly,7 AM - 10 PM,Oat,"Pastries, Sandwiches, Salads",contact@barrocco.com,9.19E+11
686,Cafe CakeBee,4.5,"Cafe, Italian, Bakery, Desserts, Beverages, Shake",800,chennai,Need parking space or valet!,City Center,Cozy,Gluten-free options,Outdoor,No,Live Music,6 AM - 8 PM,None,Vegan & Organic Food,contact@cafecakebee.com,9.19E+11
687,Atte - Glocal Cafe,4.2,"Cafe, Fast Food, Street Food, Beverages",700,chennai,"not a alsa bread omlet, it's local bread omlet ",Old Town,Quiet,Gluten-free options,Outdoor,Yes,Pet-friendly,8 AM - 11 PM,Oat,Only Beverages,contact@atte-glocalcafe.com,9.17E+11
688,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,super,Old Town,Quiet,Gluten-free options,Indoor,Yes,None,8 AM - 11 PM,Soy,Vegan & Organic Food,contact@cafecoffeeday.com,9.17E+11
689,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,Taste is not good,Downtown,Lively,Vegan-friendly,Both,Yes,Open Mic Nights,9 AM - 9 PM,None,Only Beverages,contact@cafecoffeeday.com,9.17E+11
690,Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",750,chennai,Not at all worth for money waste of money,City Center,Rustic,Keto-friendly,Indoor,No,Pet-friendly,8 AM - 11 PM,None,Vegan & Organic Food,contact@cafecoffeeday.com,9.18E+11
691,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,worst garlic bread in my life ,City Center,Quiet,Gluten-free options,Both,Yes,Live Music,7 AM - 10 PM,Soy,Vegan & Organic Food,contact@trystcafe.com,9.19E+11
692,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,garlic bread was one of the worst. Four slices of bread dunk in oil with garlic pieces roasted on only one side...so pathetic it was...couldn't have more than one bite of it because of the oil. pasta was so okeyish....no veggies ..I had literally searc for veggies ...I would say avoid this place...over rated..I ve had pastries from this place it was yummy....so tried Italian here....the worst experience....,Suburb,Cozy,Keto-friendly,Both,No,Board Games,6 AM - 8 PM,None,Full Breakfast & Lunch,contact@trystcafe.com,9.18E+11
693,Tryst Cafe,3.7,"Cafe, Italian, Continental, Pancake, Steak, Salad, Beverages",850,chennai,Beef was very tough. Needed to really CHEW. The Sea food pasta was very smelly. I have had much better food served at Tryst cafe than the home delivered stuff ,Suburb,Quiet,Gluten-free options,Both,Yes,Open Mic Nights,8 AM - 11 PM,None,Vegan & Organic Food,contact@trystcafe.com,9.19E+11
694,League of Breaks Cafe,4,"Cafe, Fast Food, Shake",650,chennai,Was invited to the place for a birthday treat. Service is very good and so is the ambience. Some dishes are worth the cost. Some I would suggest not to order again. The fish and chips was not properly cooked. on the other hand chicken starters were awesome in taste. They provide enough quantity for the value of money. Overall it's a nice place. ,Riverside,Rustic,Keto-friendly,Outdoor,Yes,Open Mic Nights,9 AM - 9 PM,Coconut,Full Breakfast & Lunch,contact@leagueofbreakscafe.com,9.18E+11
695,League of Breaks Cafe,4,"Cafe, Fast Food, Shake",650,chennai,Food tastes very bad.,Suburb,Quiet,None,Outdoor,No,Pet-friendly,8 AM - 11 PM,Oat,Full Breakfast & Lunch,contact@leagueofbreakscafe.com,9.16E+11
696,League of Breaks Cafe,4,"Cafe, Fast Food, Shake",650,chennai,"Bubble tea was amazing in Watermelon and Litchi flavour .. However, please avoid this place if you have pasta craving and if you are hungryThey took more than 50 minutes to deliver the pasta .. due to which I would never visit this place again.. ",Riverside,Cozy,Gluten-free options,Both,No,Pet-friendly,6 AM - 8 PM,None,Vegan & Organic Food,contact@leagueofbreakscafe.com,9.17E+11
697,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,"Quiet little (5 tables in all) place, in the basement of the building where the Revoke Gym is located in Alwarpet. I think Art Café and Fuel Juice & Pasta are the same joint, though they have different signage.Food quality was very good. Items prepared on the spot, served hot, good tasting. The items we ordered - waffle pizza, panneer pasta and cutlet sizzler with rice - were all well-made and tasted like someone had put some thought into them. The sizzler’s gravy (for the rice) was outstanding. Service could do with improvement. The waiter was a bit surly, but it may have been that he didn’t understand our Hindi and it looked like his replacement for the next shift had not...read more",Downtown,Lively,Gluten-free options,Indoor,No,Open Mic Nights,6 AM - 8 PM,Almond,Vegan & Organic Food,contact@artcafe.com,9.17E+11
698,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,"Great ambience, there was a stand up show going on. The food was very okay, not a fan. Service etc was great. Probably won't visit again.",Riverside,Quiet,Vegan-friendly,Indoor,Yes,Open Mic Nights,7 AM - 10 PM,Oat,Full Breakfast & Lunch,contact@artcafe.com,9.18E+11
699,Art Cafe,3.3,"Cafe, Fast Food, Beverages, Shake",500,chennai,for the quality and size of the miniscule pizza the price of 250 rs is exorbitant!!!,Old Town,Rustic,Vegan-friendly,Indoor,Yes,Live Music,7 AM - 10 PM,None,Vegan & Organic Food,contact@artcafe.com,9.17E+11
700,Nicky's Cafe & Fine Pastries,3.9,"Cafe, Shake, Beverages, Bakery, Desserts, Burger, Sandwich, Fast Food",600,chennai,Impressed by the Excellent quality food with a neat package…Had a simple elegant sandwich after a long time…👍👍👌👌,Downtown,Rustic,Gluten-free options,Outdoor,Yes,Live Music,7 AM - 10 PM,Almond,Full Breakfast & Lunch,contact@nicky'scafeandfinepastries.com,9.18E+11
701,Nicky's Cafe & Fine Pastries,3.9,"Cafe, Shake, Beverages, Bakery, Desserts, Burger, Sandwich, Fast Food",600,chennai,spoilt mushroom puff! no response from Zomato or the restaurant! pathetic ,Old Town,Modern,Gluten-free options,Outdoor,No,None,8 AM - 11 PM,None,Full Breakfast & Lunch,contact@nicky'scafeandfinepastries.com,9.18E+11
702,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,"It was a Great experience with express cafe. Ordered chicken tikka,bhel puri and chicken biryani. All dishes are equally delicious. Highly recommended. Thank you very much Sourav. I'll come back very soon.",City Center,Lively,Vegan-friendly,Both,No,Live Music,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@expresscafe.com,9.19E+11
703,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,"I ordered bhel puri, tandoori chicken pizza and murg malai tikka. All the foods were very delicious and specially chicken pieces are very tender and juicy. Thanks to Express cafe team 😀",Suburb,Lively,Vegan-friendly,Indoor,No,Open Mic Nights,9 AM - 9 PM,Almond,"Pastries, Sandwiches, Salads",contact@expresscafe.com,9.19E+11
704,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,I love the taste it's the best hotel in the town. taste like heaven.Try and you will enjoy the taste of food. ,Old Town,Cozy,Keto-friendly,Both,No,Open Mic Nights,9 AM - 9 PM,Almond,Full Breakfast & Lunch,contact@expresscafe.com,9.20E+11
705,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,I can say best North Indian Restaurant in Thoraipakkam area. lovely food and very quick delivery. thanks to express cafe team and zomato.,Downtown,Rustic,Gluten-free options,Both,Yes,Pet-friendly,8 AM - 11 PM,Almond,Only Beverages,contact@expresscafe.com,9.17E+11
706,Express Cafe,3.7,"Cafe, Fast Food",700,chennai,"I had ordered online and it came in as expected, quenched my thirst for having the perfect food ever.",City Center,Rustic,Keto-friendly,Outdoor,No,None,7 AM - 10 PM,Oat,"Pastries, Sandwiches, Salads",contact@expresscafe.com,9.19E+11
707,Cafe Blanca,3,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,I ordered The ganache Belgium jar and it was too good tbh for a chocolate lover like me. Can’t wait to try the others. Cookies were good too.,Downtown,Cozy,Keto-friendly,Indoor,Yes,Pet-friendly,7 AM - 10 PM,None,Only Beverages,contact@cafeblanca.com,9.19E+11
708,Cafe Blanca,3,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,"The chicken club sandwich was amazing, grilled good and juicy. The jars were out of the world , I ordered butterscotch nougat and lotus biscoff jar and still couldn't stop craving for those. Must try.",Suburb,Quiet,None,Outdoor,Yes,Live Music,8 AM - 11 PM,Almond,Full Breakfast & Lunch,contact@cafeblanca.com,9.17E+11
709,Cafe Blanca,3,"Cafe, Sandwich, Fast Food, Desserts, Shake",850,chennai,"The place looks amazing. The service took good care of us till the end. The Walnut Browne was warm, fluffy, crunchy on the outside and gooey on the inside. The chef did a fine job. The cappuccino was creamy and strong. The strawberry milkshake was just like any other.",Riverside,Quiet,None,Indoor,No,Live Music,8 AM - 11 PM,Soy,Only Beverages,contact@cafeblanca.com,9.17E+11
710,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"Don't go. Just don't go. They are not serious about what they do. Everything you touch will show a big red flag, from a menu card to the look of the dish leave alone taste. Cafe that doesn't have coffee, Italian cafe that has no clue how a pasta looks or tastes. V disappointing for the ample space and exteriors they have invested, they are pathetic inside. ",Riverside,Quiet,Vegan-friendly,Outdoor,Yes,Live Music,6 AM - 8 PM,Soy,Vegan & Organic Food,contact@esperance.com,9.17E+11
711,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,Nothing major to write as we just ordered a birthday cake but the bakery cake guy was slightly arrogant about his preferred communication language. He offered me to talk in Arabic as he seem to have worked in middle East countries 🙂 . But cake was good only though slightly more costlier than other bakeries in & around mogappair but okay and he lost one star due to his attitude . Ambiance was clean too . Be humble & polite while serving your customers because for them you are able to manage your life .,Old Town,Lively,Keto-friendly,Indoor,Yes,Pet-friendly,6 AM - 8 PM,Oat,"Pastries, Sandwiches, Salads",contact@esperance.com,9.19E+11
712,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"Check the images attached. They have served hot piping soup in melamine ware, which is carcinogenic. The melamine bowl has glue of the pricetag left right inside. The blinds/shades not in place leaving it hot 🔥 like hell !!Esperanso could be better if they took these and other small details seriously. Their all women team was very keen and helpful enough. They made up for the bad atmosphere and were every responsible to give a right meal. Thanks to the women who made the meal enjoyable when everything else was falling apart. !!",Old Town,Quiet,None,Indoor,Yes,None,9 AM - 9 PM,Coconut,"Pastries, Sandwiches, Salads",contact@esperance.com,9.20E+11
713,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"Went to the bakery on the ground floor to get some light snacks one of which unfortunately was donuts. It was dry as a brick, when pointed the guy was not apologetic instead was telling us some people like it that way. I mean good luck with your niche customers.",Old Town,Lively,Gluten-free options,Outdoor,Yes,Live Music,9 AM - 9 PM,Coconut,Vegan & Organic Food,contact@esperance.com,9.17E+11
714,Esperance,3.1,"Cafe, Chinese, Fast Food, Desserts, Beverages",850,chennai,"The kitchen is run by three women who are doing a wonderful job, they are very efficient and pleasant. It’s nice to dine in a place that is welcoming as these beautiful women are beaming with positivity ",Suburb,Lively,Gluten-free options,Both,No,Live Music,9 AM - 9 PM,Oat,Vegan & Organic Food,contact@esperance.com,9.18E+11
715,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,"I love the packaging, the taste , the presentation of the desserts.. u guys nailed it!!!! I recommend Adoniya to every person who has a great sweet tooth !!! keep growing!!",Suburb,Cozy,Vegan-friendly,Indoor,Yes,Live Music,9 AM - 9 PM,None,Vegan & Organic Food,contact@cafeadoniya.com,9.18E+11
716,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,Best Dessert hangout in anna nagar Loved the compact ambience and the desserts!! Service was soopper friendly Overall 5/5 I ordered Nutella Cup Cake Extra chocolaty Fudgee Brownie🥰🥰 worth a visit and u will want to order more ,Downtown,Cozy,None,Outdoor,No,None,6 AM - 8 PM,Soy,Full Breakfast & Lunch,contact@cafeadoniya.com,9.17E+11
717,Cafe Adoniya,3.3,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages, Bakery",600,chennai,Was too much sugar picture which shown varies with actual product which I got ,City Center,Rustic,None,Indoor,No,Live Music,6 AM - 8 PM,None,Only Beverages,contact@cafeadoniya.com,9.18E+11
